HP:0000001	C0444868	All
HP:0011080	C4023545	Abnormality of premolar morphology
HP:0011081	C4023544	Incisor macrodontia
HP:0011081	C4280337	Incisor macrodontia
HP:0011082	C4023543	Conical primary incisor
HP:0011083	C4023542	Conical maxillary incisor
HP:0011084	C4023541	Hypocalcification of dental enamel
HP:0011085	C4023540	Hypomature dental enamel
HP:0011085	C4280266	Hypomature dental enamel
HP:0011085	C4280336	Hypomature dental enamel
HP:0011086	C4023539	Dentinogenesis imperfecta of primary and permanent teeth
HP:0011087	C0266034	Talon cusp
HP:0011087	C0399357	Talon cusp
HP:0011087	C4280335	Talon cusp
HP:0011088	C0011320	Dens in dente
HP:0011089	C0016873	Double tooth
HP:0011090	C0016873	Fused teeth
HP:0011091	C0266033	Gemination
HP:0011092	C0266024	Mulberry molar
HP:0011093	C1404304	Molarization of premolar
HP:0011093	C4280334	Molarization of premolar
HP:0011094	C0266063	Overbite
HP:0011094	C0266067	Overbite
HP:0011094	C1305740	Overbite
HP:0011095	C0596028	Overjet
HP:0011096	C0878575	Peripheral demyelination
HP:0011097	C0037769	Epileptic spasms
HP:0011097	C1527366	Epileptic spasms
HP:0011098	C0264611	Speech apraxia
HP:0011098	C0349391	Speech apraxia
HP:0011099	C0154694	Spastic hemiparesis
HP:0011100	C0021828	Intestinal atresia
HP:0011102	C0266176	Ileal atresia
HP:0011103	C0344916	Abnormality of the left ventricular outflow tract
HP:0011104	C4023537	Abnormality of blood volume homeostasis
HP:0011105	C0546817	Hypervolemia
HP:0011106	C0546884	Hypovolemia
HP:0011107	C0038363	Recurrent aphthous stomatitis
HP:0011107	C2937365	Recurrent aphthous stomatitis
HP:0011108	C0581354	Recurrent sinusitis
HP:0011108	C4280333	Recurrent sinusitis
HP:0011109	C0149516	Chronic sinusitis
HP:0011109	C0748720	Chronic sinusitis
HP:0011110	C0040425	Tonsillitis
HP:0011111	C4023536	Abnormality of immune serum protein physiology
HP:0011112	C4023535	Abnormality of serum cytokine level
HP:0011113	C4023534	Abnormality of cytokine secretion
HP:0011114	C4023533	Defective production of NFKB1-dependent cytokines
HP:0011115	C4023532	Abnormality of chemokine secretion
HP:0011116	C4023531	Abnormality of interferon secretion
HP:0011117	C4023530	Abnormality of interleukin secretion
HP:0011118	C4023529	Abnormality of tumor necrosis factor secretion
HP:0011119	C4021202	Abnormality of the nasal dorsum
HP:0011119	C4280332	Abnormality of the nasal dorsum
HP:0011120	C0264169	Concave nasal ridge
HP:0011121	C4023528	Abnormality of skin morphology
HP:0011122	C4023527	Abnormality of skin physiology
HP:0011123	C0011603	Inflammatory abnormality of the skin
HP:0011123	C3875321	Inflammatory abnormality of the skin
HP:0011124	C4023526	Abnormality of epidermal morphology
HP:0011125	C4023525	Abnormality of dermal melanosomes
HP:0011126	C1384594	Nephroptosis
HP:0011127	C1396126	Perioral eczema
HP:0011128	C4023524	Acute esophageal necrosis
HP:0011129	C4023523	Bilateral fetal pyelectasis
HP:0011130	C4023522	Abnormality of renal calyx morphology
HP:0011131	C0240705	Perianal rash
HP:0011132	C4023521	Chronic furunculosis
HP:0011133	C4021850	Increased sensitivity to ionizing radiation
HP:0011134	C0239574	Low-grade fever
HP:0011135	C4023520	Aplasia/Hypoplasia of the sweat glands
HP:0011136	C2677485	Aplasia of the sweat glands
HP:0011137	C4023519	Non-pruritic urticaria
HP:0011138	C4023518	Abnormality of skin adnexa morphology
HP:0011139	C4021201	Gastric duplication
HP:0011140	C0266019	Gastrointestinal duplication
HP:0011141	C0036646	Age-related cataract
HP:0011142	C1832423	Age-related nuclear cataract
HP:0011143	C2880562	Age-related cortical cataract
HP:0011144	C4023517	Age-related posterior subcapsular cataract
HP:0011145	C4023516	Symptomatic seizures
HP:0011146	C4023515	Dialeptic seizures
HP:0011147	C0014553	Typical absence seizures
HP:0011148	C4023514	Absence seizures with special features
HP:0011149	C4023513	Absence seizures with eyelid myoclonia
HP:0011150	C4023512	Myoclonic absences
HP:0011151	C4023511	Obtundation status
HP:0011152	C4023510	Early onset absence seizures
HP:0011153	C0016399	Focal motor seizures
HP:0011154	C4023509	Focal autonomic seizures
HP:0011155	C4023508	Focal autonomic seizures with altered responsiveness
HP:0011156	C4023507	Focal autonomic seizures without altered responsiveness
HP:0011157	C0236018	Auras
HP:0011158	C1838063	Auditory auras
HP:0011159	C4023506	Epigastric auras
HP:0011160	C0233766	Gustatory auras
HP:0011161	C4023504	Olfactory auras
HP:0011162	C4023503	Psychic auras
HP:0011163	C4023502	Somatosensory auras
HP:0011164	C4021200	Vegetative auras
HP:0011165	C1850765	Visual auras
HP:0011166	C4023501	Focal myoclonic seizures
HP:0011167	C0752324	Focal tonic seizures
HP:0011168	C4023500	Eyelid myoclonias
HP:0011169	C4023499	Generalized clonic seizures
HP:0011170	C0393702	Myoclonic atonic seizures
HP:0011171	C0149886	Simple febrile seizures
HP:0011172	C0751057	Complex febrile seizures
HP:0011173	C4023498	Hypokinetic seizures
HP:0011174	C4023497	Hyperkinetic seizures
HP:0011175	C0422846	Versive seizures
HP:0011176	C4023496	EEG with constitutional variants
HP:0011177	C4023495	EEG with 4-5/second background activity
HP:0011178	C4023494	Alpha-EEG
HP:0011179	C4023493	Beta-EEG
HP:0011180	C4023492	Partial beta-EEG
HP:0011181	C1851759	Low voltage EEG
HP:0011182	C4023491	Interictal epileptiform activity
HP:0011183	C4023490	EEG with hyperventilation-induced focal epileptiform discharges
HP:0011184	C4023489	EEG with hyperventilation-induced generalized epileptiform discharges
HP:0011185	C4021199	EEG with focal epileptiform discharges
HP:0011186	C4023488	Focal epileptiform discharges with limited propagation to contralateral hemisphere
HP:0011187	C4023487	Focal EEG discharges with propagation to ipsilateral hemisphere
HP:0011188	C4023486	Focal EEG discharges with secondary generalization
HP:0011189	C4023485	Bilateral multifocal epileptiform discharges
HP:0011190	C4023484	Uni- and bilateral multifocal epileptiform discharges
HP:0011191	C4023483	Unilateral multifocal epileptiform discharges
HP:0011192	C4023482	Polymorphic focal epileptiform discharges
HP:0011193	C4023481	EEG with focal spikes
HP:0011194	C4023480	EEG with series of focal spikes
HP:0011195	C4023479	EEG with focal sharp slow waves
HP:0011196	C4023478	EEG with focal sharp waves
HP:0011197	C4023477	EEG with focal spike waves
HP:0011198	C4023476	EEG with generalized epileptiform discharges
HP:0011199	C4023475	EEG with generalized sharp slow waves
HP:0011200	C4023474	EEG with generalized polymorphic epileptiform discharges
HP:0011201	C4023473	EEG with changes in voltage
HP:0011202	C4023472	EEG with diffuse acceleration
HP:0011203	C4023471	EEG with abnormally slow frequencies
HP:0011204	C4023470	EEG with continuous slow activity
HP:0011205	C4023469	EEG with intermittent slow activity
HP:0011206	C4023468	EEG with generalized slow activity grade 1
HP:0011207	C4023467	EEG with generalized slow activity grade 2
HP:0011208	C4023466	EEG with generalized slow activity grade 3
HP:0011209	C4021198	EEG with generalized slow activity grade 4
HP:0011210	C4023465	EEG with occipital slowing
HP:0011211	C4023464	EEG with photoparoxysmal response grade I
HP:0011212	C4023463	EEG with photoparoxysmal response grade II
HP:0011213	C4023462	EEG with photoparoxysmal response grade III
HP:0011214	C4023461	EEG with photoparoxysmal response grade IV
HP:0011215	C4023460	Hemihypsarrhythmia
HP:0011217	C4023459	Abnormal shape of the occiput
HP:0011218	C4023458	Abnormal shape of the frontal region
HP:0011219	C4023457	Short face
HP:0011220	C1837260	Prominent forehead
HP:0011220	C1867446	Prominent forehead
HP:0011221	C4023456	Vertical forehead creases
HP:0011222	C4023455	Depressed glabella
HP:0011223	C4023454	Metopic depression
HP:0011224	C0266574	Ablepharon
HP:0011224	C4020757	Ablepharon
HP:0011225	C0344503	Epiblepharon
HP:0011226	C4023453	Aplasia/Hypoplasia of the eyelid
HP:0011227	C0742906	Elevated C-reactive protein level
HP:0011227	C4023452	Elevated C-reactive protein level
HP:0011228	C3277019	Horizontal eyebrow
HP:0011229	C1856121	Broad eyebrow
HP:0011230	C4023451	Laterally extended eyebrow
HP:0011231	C1835802	Prominent eyelashes
HP:0011231	C4023450	Prominent eyelashes
HP:0011232	C4023449	Infra-orbital fold
HP:0011233	C4021197	Antihelical shelf
HP:0011234	C4023448	Absent antihelix
HP:0011235	C4023447	Additional crus of antihelix
HP:0011236	C4023446	Angulated antihelix
HP:0011237	C4021196	Broad inferior crus of antihelix
HP:0011238	C4021195	Prominent inferior crus of antihelix
HP:0011239	C4021194	Underdeveloped inferior crus of antihelix
HP:0011240	C4020910	Prominent stem of antihelix
HP:0011241	C4021193	Serpiginous stem of antihelix
HP:0011242	C4021192	Underdeveloped stem of antihelix
HP:0011243	C4021191	Abnormality of inferior crus of antihelix
HP:0011244	C4023445	Abnormality of stem of antihelix
HP:0011245	C4021190	Abnormality of superior crus of antihelix
HP:0011246	C4021189	Underdeveloped superior crus of antihelix
HP:0011247	C4021188	Prominent superior crus of antihelix
HP:0011248	C4023444	Everted antitragus
HP:0011249	C4023443	Absent antitragus
HP:0011250	C4021187	Bifid antitragus
HP:0011251	C4021186	Underdeveloped antitragus
HP:0011252	C2315717	Cryptotia
HP:0011253	C4023442	Type I cryptotia
HP:0011254	C4023441	Type II cryptotia
HP:0011255	C4021185	Absent crus of helix
HP:0011256	C4021184	Crus of helix connected to antihelix
HP:0011257	C4021183	Serpiginous crus of helix
HP:0011258	C4021182	Tragal bridge of crus of helix
HP:0011259	C4021181	Expanded terminal portion of crus of helix
HP:0011260	C4021180	Darwin notch of helix
HP:0011261	C4021179	Darwin tubercle of helix
HP:0011262	C4021178	Crimped helix
HP:0011263	C4021177	Forward facing earlobe
HP:0011264	C4021176	Discontinuous ascending root of helix
HP:0011265	C4023440	Cleft earlobe
HP:0011266	C4021175	Microtia, first degree
HP:0011267	C4021174	Microtia, third degree
HP:0011267	C4280331	Microtia, third degree
HP:0011268	C4023439	Absent tragus
HP:0011269	C4021173	Bifid tragus
HP:0011270	C4021172	Duplicated tragus
HP:0011271	C4021171	Prominent tragus
HP:0011272	C4013429	Underdeveloped tragus
HP:0011273	C0221278	Anisocytosis
HP:0011274	C4023438	Recurrent mycobacterial infections
HP:0011275	C1737260	Recurrent mycobacterium avium complex infections
HP:0011276	C0162819	Vascular skin abnormality
HP:0011276	C1842892	Vascular skin abnormality
HP:0011277	C4023437	Abnormality of the urinary system physiology
HP:0011278	C4023436	Intrapulmonary sequestration
HP:0011279	C4023435	Abnormality of urine bicarbonate concentration
HP:0011280	C4023434	Abnormality of urine calcium concentration
HP:0011281	C4023433	Abnormality of urine catecholamine concentration
HP:0011282	C4021170	Abnormality of hindbrain morphology
HP:0011283	C4023432	Abnormality of the metencephalon
HP:0011284	C4023431	Short-segment aganglionic megacolon
HP:0011285	C4023430	Long-segment aganglionic megacolon
HP:0011286	C0085758	Total colonic aganglionosis
HP:0011287	C4023429	EEG with occipital sharp slow waves
HP:0011288	C4023428	EEG with parietal sharp slow waves
HP:0011289	C4023427	EEG with temporal sharp slow waves
HP:0011290	C4023426	EEG with frontal sharp slow waves
HP:0011291	C4023425	EEG with central sharp slow waves
HP:0011292	C2206521	EEG with occipital sharp waves
HP:0011293	C2207327	EEG with central sharp waves
HP:0011294	C2206518	EEG with frontal sharp waves
HP:0011295	C2206520	EEG with parietal sharp waves
HP:0011296	C2206519	EEG with temporal sharp waves
HP:0011297	C3550704	Abnormality of digit
HP:0011298	C4023424	Prominent digit pad
HP:0011299	C4023423	Partial absence of finger
HP:0011300	C1968816	Broad fingertip
HP:0011301	C0265624	Absent foot
HP:0011302	C4023422	Long palm
HP:0011303	C4023421	Convex contour of sole
HP:0011304	C0426891	Broad thumb
HP:0011305	C4021169	Partial absence of toe
HP:0011307	C2117390	Splayed toes
HP:0011308	C4021168	Slender toe
HP:0011309	C4021167	Tapered toe
HP:0011310	C4021166	Bridged palmar crease
HP:0011311	C4023420	Sydney crease
HP:0011312	C4023419	Fused nails
HP:0011313	C4021829	Narrow nail
HP:0011314	C4021165	Abnormality of long bone morphology
HP:0011315	C4020756	Unicoronal synostosis
HP:0011315	C4023418	Unicoronal synostosis
HP:0011316	C4023417	Left unicoronal synostosis
HP:0011317	C4023416	Right unicoronal synostosis
HP:0011318	C4021164	Bicoronal synostosis
HP:0011319	C4021163	Bilambdoid synostosis
HP:0011320	C4021162	Unilambdoid synostosis
HP:0011321	C4023415	Left unilambdoid synostosis
HP:0011322	C4023414	Right unilambdoid synostosis
HP:0011323	C1849227	Cleft of chin
HP:0011324	C4021161	Multiple suture craniosynostosis
HP:0011325	C4021827	Pansynostosis
HP:0011326	C0432124	Anterior plagiocephaly
HP:0011326	C4023413	Anterior plagiocephaly
HP:0011326	C4280328	Anterior plagiocephaly
HP:0011326	C4280329	Anterior plagiocephaly
HP:0011326	C4280330	Anterior plagiocephaly
HP:0011327	C4021160	Posterior plagiocephaly
HP:0011328	C4020755	Abnormality of fontanelles
HP:0011329	C4023412	Abnormality of cranial sutures
HP:0011330	C0432122	Metopic synostosis
HP:0011330	C1860819	Metopic synostosis
HP:0011331	C0015458	Hemifacial atrophy
HP:0011332	C3495417	Hemifacial hypoplasia
HP:0011332	C4023411	Hemifacial hypoplasia
HP:0011333	C0431406	Asymmetric crying face
HP:0011333	C4280327	Asymmetric crying face
HP:0011334	C4021159	Facial shape deformation
HP:0011335	C1839830	Frontal hirsutism
HP:0011336	C4020754	Bitemporal forceps marks
HP:0011336	C4023409	Bitemporal forceps marks
HP:0011337	C4023408	Abnormality of mouth size
HP:0011338	C4023407	Abnormality of mouth shape
HP:0011339	C4023406	Abnormality of upper lip vermillion
HP:0011340	C4021158	Incomplete cleft of the upper lip
HP:0011341	C3151495	Long upper lip
HP:0011342	C2229182	Mild global developmental delay
HP:0011342	C4012968	Mild global developmental delay
HP:0011343	C2237142	Moderate global developmental delay
HP:0011344	C1837397	Severe global developmental delay
HP:0011344	C1854919	Severe global developmental delay
HP:0011345	C3532933	Moderate expressive language delay
HP:0011346	C3532934	Mild expressive language delay
HP:0011347	C4023405	Abnormality of ocular abduction
HP:0011348	C4023404	Abnormality of the sixth cranial nerve
HP:0011349	C0271355	Abducens palsy
HP:0011350	C3532948	Mild receptive language delay
HP:0011351	C3532946	Moderate receptive language delay
HP:0011352	C3532947	Severe receptive language delay
HP:0011353	C4020753	Arterial intimal fibrosis
HP:0011353	C4023403	Arterial intimal fibrosis
HP:0011354	C4021157	Generalized abnormality of skin
HP:0011355	C0850826	Localized skin lesion
HP:0011356	C4023402	Regional abnormality of skin
HP:0011357	C4023401	Abnormality of hair density
HP:0011358	C4023400	Generalized hypopigmentation of hair
HP:0011359	C0277960	Dry hair
HP:0011360	C4023399	Acquired abnormal hair pattern
HP:0011361	C4023398	Congenital abnormal hair pattern
HP:0011362	C4023397	Abnormal hair quantity
HP:0011363	C4023396	Abnormality of hair growth rate
HP:0011364	C0239804	White hair
HP:0011365	C4023395	Patchy hypopigmentation of hair
HP:0011367	C1768507	Yellow nails
HP:0011368	C0494876	Epidermal thickening
HP:0011368	C4020752	Epidermal thickening
HP:0011369	C0265985	Mongolian blue spot
HP:0011370	C4023394	Recurrent cutaneous fungal infections
HP:0011371	C4023393	Recurrent viral skin infections
HP:0011372	C0266604	Aplasia of the inner ear
HP:0011373	C4023392	Incomplete partition of the cochlea
HP:0011374	C4023391	Incomplete partition of the cochlea type I
HP:0011375	C4023390	Cochlear aplasia
HP:0011376	C0542259	Morphological abnormality of the vestibule of the inner ear
HP:0011377	C4023389	Aplasia of the vestibule
HP:0011378	C4023388	Hypoplasia of the vestibule of the inner ear
HP:0011379	C4023387	Dilated vestibule of the inner ear
HP:0011380	C4023386	Morphological abnormality of the semicircular canal
HP:0011381	C4023385	Aplasia of the semicircular canal
HP:0011382	C3552156	Hypoplasia of the semicircular canal
HP:0011383	C4021156	Enlarged semicircular canal
HP:0011384	C4021155	Abnormality of the internal auditory canal
HP:0011385	C4023384	Absent internal auditory canal
HP:0011386	C4023383	Narrow internal auditory canal
HP:0011387	C1863752	Enlarged vestibular aqueduct
HP:0011388	C4021154	Enlarged cochlear aqueduct
HP:0011389	C4023382	Functional abnormality of the inner ear
HP:0011390	C4023381	Morphological abnormality of the inner ear
HP:0011391	C4023380	Morphological abnormality of the nerves of the inner ear
HP:0011392	C4023379	Abnormality of the vestibular nerve
HP:0011393	C4020751	Aplasia of the vestibular nerve.
HP:0011393	C4021153	Aplasia of the vestibular nerve.
HP:0011394	C4020750	Hypoplasia of the vestibular nerve
HP:0011395	C4023378	Aplasia/Hypoplasia of the cochlea
HP:0011396	C4023377	Abnormality of the cochlear nerve
HP:0011397	C4023376	Abnormality of the dorsal column of the spinal cord
HP:0011398	C1842364	Central hypotonia
HP:0011399	C4023375	Tibialis atrophy
HP:0011400	C4021152	Abnormal CNS myelination
HP:0011401	C4023374	Delayed peripheral myelination
HP:0011402	C4023373	Demyelinating sensory neuropathy
HP:0011403	C4023372	Abnormal umbilical cord blood vessels
HP:0011404	C4021151	Lethal short-trunk short stature
HP:0011405	C1867487	Childhood onset short-limb short stature
HP:0011406	C1846061	Infancy onset short-trunk short stature
HP:0011407	C4023371	Proportionate tall stature
HP:0011408	C4023370	Moderate intrauterine growth retardation
HP:0011409	C4023369	Abnormality of placental membranes
HP:0011410	C1384674	Caesarian section
